output_frame,source_video_frame,source_video_nominal_pts_s,source_bag_elapsed_s,matched_clip_bag_elapsed_s,rgb_device_timestamp_us,cmavatar_target_timestamp_ns,mocap_low_frame_counter,mocap_high_frame_counter,mocap_low_timestamp_ns,mocap_high_timestamp_ns,interpolation_alpha,bracket_span_ms,nearest_mocap_sample_delta_ms,left_wrist_rgb_x,left_wrist_rgb_y,left_wrist_inside_frame,right_wrist_rgb_x,right_wrist_rgb_y,right_wrist_inside_frame
10,10,0.3333333333333333,0.3343348503112793,0.3343348503112793,1788008995933822,1788008996301834496,403888,403889,1788008996298819840,1788008996307153664,0.3617508224860535,8.333921432495117,3.014802932739258,1342.1508533735282,534.7936142311688,1,731.9276673841105,553.8620870787116,1
11,11,0.36666666666666664,0.3677709102630615,0.3677709102630615,1788008995967258,1788008996335271936,403892,403893,1788008996332153088,1788008996340486144,0.3742668307058453,8.332967758178711,3.118753433227539,1342.150484413637,534.8512324016787,1,731.7914234199957,553.7866905769606,1
12,12,0.4,0.40120887756347656,0.40120887756347656,1788008996000696,1788008996368710912,403896,403897,1788008996365485312,1788008996373819392,0.38704048061793733,8.333921432495117,3.225564956665039,1342.0963383297976,534.8635766159886,1,731.6856701939075,553.882461793408,1
13,13,0.43333333333333335,0.4346449375152588,0.4346449375152588,1788008996034132,1788008996402148352,403900,403901,1788008996398818816,1788008996407151360,0.39957081545064377,8.33272933959961,3.3295154571533203,1342.0535222808624,534.881438299449,1,731.6385049098801,554.1040901404687,1
14,14,0.4666666666666667,0.4680769443511963,0.4680769443511963,1788008996067564,1788008996435581184,403904,403905,1788008996432151040,1788008996440483840,0.41164520743919886,8.33272933959961,3.4301280975341797,1342.0656470523584,534.7947943550968,1,731.5775202196575,554.4787581694352,1
15,15,0.5,0.5015139579772949,0.5015139579772949,1788008996101001,1788008996469019392,403908,403909,1788008996465483520,1788008996473817088,0.4243005092407164,8.333683013916016,3.5359859466552734,1342.058375225322,534.781686309833,1,731.5977010775356,554.9732406962954,1
16,16,0.5333333333333333,0.5349509716033936,0.5349509716033936,1788008996134438,1788008996502457344,403912,403913,1788008996498816768,1788008996507149568,0.4369098712446352,8.33272933959961,3.6406517028808594,1342.1866498456222,534.849691298127,1,731.6284290555275,555.4472488122183,1
17,17,0.5666666666666667,0.5683879852294922,0.5683879852294922,1788008996167875,1788008996535895552,403916,403917,1788008996532148736,1788008996540481792,0.44962948127378327,8.332967758178711,3.7467479705810547,1342.3831603024587,535.2286164602847,1,731.6496336734767,555.8271677983038,1
18,18,0.6,0.6018168926239014,0.6018168926239014,1788008996201304,1788008996569325568,403920,403921,1788008996565481216,1788008996573815040,0.46130739522242886,8.333921432495117,3.8444995880126953,1342.5992508885738,535.9537047607439,1,731.7205943888966,556.1873512242621,1
19,19,0.6333333333333333,0.6352529525756836,0.6352529525756836,1788008996234740,1788008996602763264,403924,403925,1788008996598814464,1788008996607147520,0.47386340877228117,8.332967758178711,3.948688507080078,1342.669379399307,536.2854064023874,1,731.7814202108478,556.5336828653118,1
20,20,0.6666666666666666,0.6686899662017822,0.6686899662017822,1788008996268177,1788008996636201216,403928,403929,1788008996632146944,1788008996640479488,0.486552217453505,8.33272933959961,4.05430793762207,1342.7559196526533,536.3142585615585,1,731.8334760271323,556.959957879434,1
21,21,0.7,0.7021269798278809,0.7021269798278809,1788008996301614,1788008996669639424,403932,403933,1788008996665479168,1788008996673812992,0.49919894718773244,8.333683013916016,4.160165786743164,1343.018409483147,536.4006921391618,1,731.96966604485,557.387033468167,1
22,22,0.7333333333333333,0.7355639934539795,0.7355639934539795,1788008996335051,1788008996703077120,403936,403937,1788008996698812416,1788008996707145216,0.5117882689556509,8.33272933959961,4.068136215209961,1343.499793518176,536.6217886965652,1,732.1475155555818,557.7126575236842,1
23,23,0.7666666666666667,0.7690029144287109,0.7690029144287109,1788008996368490,1788008996736516864,403940,403941,1788008996732144640,1788008996740477440,0.5247060169952219,8.332967758178711,3.9606094360351562,1343.9521777983375,536.7723539287798,1,732.2425186728497,557.9534579072659,1
24,24,0.8,0.8024399280548096,0.8024399280548096,1788008996401927,1788008996769954560,403944,403945,1788008996765477888,1788008996773810944,0.5372378472718949,8.332967758178711,3.856182098388672,1344.2360872804843,536.852320115284,1,732.3066160602878,558.1786437492724,1
25,25,0.8333333333333334,0.8358759880065918,0.8358759880065918,1788008996435363,1788008996803392000,403948,403949,1788008996798810368,1788008996807143168,0.5498269005178679,8.332967758178711,3.7512779235839844,1344.4520913527595,537.0084312912707,1,732.3618832835593,558.525854073991,1
26,26,0.8666666666666667,0.8693130016326904,0.8693130016326904,1788008996468800,1788008996836830208,403952,403953,1788008996832142592,1788008996840476416,0.5624660277499642,8.333921432495117,3.646373748779297,1344.772627832733,537.5547644908738,1,732.398056362677,558.8644234120518,1
27,27,0.9,0.902742862701416,0.902742862701416,1788008996502230,1788008996870261248,403956,403957,1788008996865474816,1788008996873807616,0.5743919885550787,8.33272933959961,3.546476364135742,1345.2300664881948,538.0853337940312,1,732.3565639860103,559.1697837981745,1
28,28,0.9333333333333333,0.9361798763275146,0.9361798763275146,1788008996535667,1788008996903699456,403960,403961,1788008996898807296,1788008996907140096,0.5870958512160229,8.33272933959961,3.4406185150146484,1345.7553983144267,538.1904334285786,1,732.3326404405698,559.3818706382838,1
29,29,0.9666666666666667,0.969606876373291,0.969606876373291,1788008996569094,1788008996937127424,403964,403965,1788008996932139520,1788008996940473344,0.5985123730510656,8.333921432495117,3.345966339111328,1346.4983426302567,538.7247108958887,1,732.2148679962241,559.6603433782266,1
30,30,1.0,1.003044843673706,1.003044843673706,1788008996602532,1788008996970566400,403968,403969,1788008996965472768,1788008996973805568,0.6112557580612858,8.332967758178711,3.2393932342529297,1346.9187439100465,538.3201697727158,1,732.0183225561932,559.8612855652465,1
31,31,1.0333333333333334,1.0364818572998047,1.0364818572998047,1788008996635969,1788008997004004352,403972,403973,1788008996998804992,1788008997007139072,0.6238878558146188,8.333921432495117,3.134489059448242,1347.2656377894327,537.6795461529019,1,731.8197404478019,559.9317945146261,1
32,32,1.0666666666666667,1.0699219703674316,1.0699219703674316,1788008996669409,1788008997037446144,403976,403977,1788008997032138240,1788008997040471040,0.636967095851216,8.33272933959961,3.025054931640625,1347.6424582883612,537.0836776068109,1,731.692605253113,559.8147621179063,1
33,33,1.1,1.1033499240875244,1.1033499240875244,1788008996702837,1788008997070874880,403980,403981,1788008997065470720,1788008997073803520,0.648555078683834,8.33272933959961,2.928495407104492,1348.3145411261605,536.9446918193767,1,731.5129132718357,559.674747311388,1
34,34,1.1333333333333333,1.136786937713623,1.136786937713623,1788008996736274,1788008997104313088,403984,403985,1788008997098802944,1788008997107136768,0.6611832694398352,8.333683013916016,2.8235912322998047,1349.0887916953077,536.2574048221929,1,731.2709264457208,559.5358496651344,1
35,35,1.1666666666666667,1.170224905014038,1.170224905014038,1788008996769712,1788008997137752320,403988,403989,1788008997132136448,1788008997140468992,0.6739628040057225,8.33272933959961,2.7167797088623047,1349.7318654291907,535.2698299201259,1,730.923943592848,558.994486320443,1
36,36,1.2,1.2036528587341309,1.2036528587341309,1788008996803140,1788008997171181312,403992,403993,1788008997165468416,1788008997173801472,0.6855597836971761,8.332967758178711,2.620220184326172,1350.1998952152305,534.5027476765898,1,730.6024690823172,558.6715920475954,1
37,37,1.2333333333333334,1.2370898723602295,1.2370898723602295,1788008996836577,1788008997204619520,403996,403997,1788008997198800896,1788008997207134720,0.6981833786296667,8.333921432495117,2.5153160095214844,1350.5028803919345,533.932844566233,1,730.2369783515882,558.56842665805,1
38,38,1.2666666666666666,1.2705268859863281,1.2705268859863281,1788008996870014,1788008997238057728,404000,404001,1788008997232134144,1788008997240466944,0.7108809476123716,8.332967758178711,2.409219741821289,1351.0322896319994,531.4069099358971,1,729.8150904485605,558.643554253021,1
39,39,1.3,1.3039638996124268,1.3039638996124268,1788008996903451,1788008997271495936,404004,404005,1788008997265466368,1788008997273799168,0.7235765379113018,8.33272933959961,2.3033618927001953,1351.503988599622,530.0774979964732,1,729.2805109247781,558.6282318600045,1
40,40,1.3333333333333333,1.3374028205871582,1.3374028205871582,1788008996936890,1788008997304935680,404008,404009,1788008997298798848,1788008997307132416,0.7363964067059564,8.333683013916016,2.196788787841797,1351.6281525959394,527.1759315128766,1,728.6655150724825,558.2482070265903,1
41,41,1.3666666666666667,1.3708398342132568,1.3708398342132568,1788008996970327,1788008997338374144,404012,404013,1788008997332132096,1788008997340464896,0.749098712446352,8.33272933959961,2.0906925201416016,1351.3142866877565,526.5771420532993,1,728.5545155148772,558.00390859022,1
42,42,1.4,1.404275894165039,1.404275894165039,1788008997003763,1788008997371811328,404016,404017,1788008997365464320,1788008997373797120,0.7616949443506623,8.332967758178711,1.985788345336914,1351.3227711080822,529.2100323437115,1,728.653611692165,557.9897254317735,1
43,43,1.4333333333333333,1.4377129077911377,1.4377129077911377,1788008997037200,1788008997405249536,404020,404021,1788008997398797568,1788008997407130368,0.7742839975966352,8.332967758178711,1.8808841705322266,1351.3019980221177,530.4467693260535,1,728.711559014687,558.1598035044134,1
44,44,1.4666666666666666,1.4711430072784424,1.4711430072784424,1788008997070630,1788008997438680576,404024,404025,1788008997432129792,1788008997440462848,0.7861291522417099,8.332967758178711,1.7821788787841797,1351.1597791610875,531.5996173974264,1,728.792571874882,558.4769591903149,1
45,45,1.5,1.504580020904541,1.504580020904541,1788008997104067,1788008997472119808,404028,404029,1788008997465462272,1788008997473796096,0.7988556715777428,8.333921432495117,1.676321029663086,1351.0879568632627,532.4566435727667,1,728.7918593603849,558.2444629799018,1
46,46,1.5333333333333334,1.5380079746246338,1.5380079746246338,1788008997137495,1788008997505548800,404032,404033,1788008997498795520,1788008997507128320,0.8104434907010014,8.33272933959961,1.5795230865478516,1351.0273387315842,533.1115861859453,1,728.7593614858622,558.1266150371509,1
47,47,1.5666666666666667,1.5714459419250488,1.5714459419250488,1788008997170933,1788008997538987520,404036,404037,1788008997532127744,1788008997540460544,0.8232045779685264,8.33272933959961,1.4731884002685547,1351.1462283558221,533.4809195151057,1,728.6632220994358,558.3951900271869,1
48,48,1.6,1.6048829555511475,1.6048829555511475,1788008997204370,1788008997572425472,404040,404041,1788008997565460224,1788008997573793792,0.8357841734851519,8.333683013916016,1.3685226440429688,1351.792342043521,533.6202850152927,1,728.0326029055458,558.1034000688504,1
49,49,1.6333333333333333,1.638312816619873,1.638312816619873,1788008997237800,1788008997605856256,404044,404045,1788008997598793472,1788008997607126272,0.8475822603719599,8.33272933959961,1.2700557708740234,1352.4964828412947,534.1403071865506,1,727.2548043069457,557.8962869901458,1
50,50,1.6666666666666667,1.6717510223388672,1.6717510223388672,1788008997271238,1788008997639295488,404048,404049,1788008997632125696,1788008997640458496,0.8604331778776001,8.332967758178711,1.1630058288574219,1353.0353317094293,534.7192657618664,1,726.3380537239362,557.674447206055,1
51,51,1.7,1.7051780223846436,1.7051780223846436,1788008997304665,1788008997672723456,404052,404053,1788008997665457920,1788008997673792000,0.8718066084966385,8.333921432495117,1.0683536529541016,1353.5034651658234,534.8865230665419,1,725.400794367814,557.1902545727551,1
52,52,1.7333333333333334,1.7386159896850586,1.7386159896850586,1788008997338103,1788008997706162688,404056,404057,1788008997698791168,1788008997707123968,0.8846351931330472,8.33272933959961,0.9613037109375,1353.8496799008378,534.695000868705,1,724.8033659961638,557.4077414771076,1
53,53,1.7666666666666666,1.77205491065979,1.77205491065979,1788008997371542,1788008997739602688,404060,404061,1788008997732123648,1788008997740456448,0.8975679542203148,8.33272933959961,0.8535385131835938,1354.054922490365,533.8134201859984,1,724.2361222150432,557.4679357910081,1
54,54,1.8,1.8054828643798828,1.8054828643798828,1788008997404970,1788008997773031680,404064,404065,1788008997765455872,1788008997773789696,0.9090518967786233,8.333683013916016,0.7579326629638672,1354.0304475170292,533.7028895473497,1,723.9813499727878,558.1717298803493,1
55,55,1.8333333333333333,1.8389198780059814,1.8389198780059814,1788008997438407,1788008997806470144,404068,404069,1788008997798789376,1788008997807121920,0.9217739628040057,8.33272933959961,0.6518363952636719,1353.946901337784,533.7395768353996,1,724.0246407551145,558.9137419358597,1
56,56,1.8666666666666667,1.8723490238189697,1.8723490238189697,1788008997471836,1788008997839900416,404072,404073,1788008997832121344,1788008997840455168,0.9334286940351881,8.333921432495117,0.5548000335693359,1353.967663613072,534.460285628153,1,724.004185495074,559.4985861433353,1
57,57,1.9,1.9057869911193848,1.9057869911193848,1788008997505274,1788008997873339648,404076,404077,1788008997865453824,1788008997873786624,0.9463534662813653,8.332967758178711,0.4470348358154297,1354.0733563250737,534.7613691295186,1,723.9173860783616,560.0797017606117,1
58,58,1.9333333333333333,1.9392240047454834,1.9392240047454834,1788008997538711,1788008997906777600,404080,404081,1788008997898786048,1788008997907118848,0.9590557939914163,8.33272933959961,0.34117698669433594,1354.2265509825552,535.0186866419474,1,723.8674349445023,559.9850720235023,1
59,59,1.9666666666666666,1.972653865814209,1.972653865814209,1788008997572141,1788008997940208640,404084,404085,1788008997932118528,1788008997940452096,0.970790181381244,8.333683013916016,0.2434253692626953,1354.0847960300557,534.8901066796709,1,723.7680423847964,560.2086430976558,1
60,60,2.0,2.006091833114624,2.006091833114624,1788008997605579,1788008997973647872,404088,404089,1788008997965451776,1788008997973784320,0.9836051502145923,8.33272933959961,0.1366138458251953,1353.8812795789163,536.6539284791124,1,723.8668973661165,560.7279114441505,1
61,61,2.033333333333333,2.0395278930664062,2.0395278930664062,1788008997639015,1788008998007085056,404092,404093,1788008997998783744,1788008998007116800,0.9961946725415581,8.332967758178711,0.03170967102050781,1353.8427802989058,536.9916005240927,1,723.9765653523614,560.6594469180684,1
62,62,2.066666666666667,2.072957992553711,2.072957992553711,1788008997672445,1788008998040516352,404097,404098,1788008998040450048,1788008998048782848,0.007954220314735336,8.33272933959961,0.06628036499023438,1353.890486811973,537.4807474424636,1,724.0833348438377,560.5257991665535,1
63,63,2.1,2.1063950061798096,2.1063950061798096,1788008997705882,1788008998073954048,404101,404102,1788008998073782528,1788008998082116096,0.020598500886879898,8.333683013916016,0.171661376953125,1354.088125296675,538.2233926887927,1,724.1077155874962,560.2561417824913,1
64,64,2.1333333333333333,2.1398229598999023,2.1398229598999023,1788008997739310,1788008998107383040,404105,404106,1788008998107115776,1788008998115448576,0.03207439198855508,8.33272933959961,0.26726722717285156,1354.1377334937663,538.0297562776504,1,724.148665088714,560.0911725787229,1
65,65,2.1666666666666665,2.173259973526001,2.173259973526001,1788008997772747,1788008998140820736,404109,404110,1788008998140447744,1788008998148780800,0.04474836199250379,8.332967758178711,0.37288665771484375,1353.9788468828556,537.7044094478603,1,724.3627876492153,560.1949568872874,1
66,66,2.2,2.206699848175049,2.206699848175049,1788008997806187,1788008998174261760,404113,404114,1788008998173780224,1788008998182114048,0.057788585323987986,8.333921432495117,0.48160552978515625,1353.8236840990608,537.2465471143282,1,724.9621514711093,560.0421459804535,1
67,67,2.2333333333333334,2.2401280403137207,2.2401280403137207,1788008997839615,1788008998207691264,404117,404118,1788008998207113472,1788008998215446528,0.06932562730680095,8.332967758178711,0.5776882171630859,1354.120198031611,538.4305337267022,1,725.8310072671114,559.8973050085366,1
68,68,2.2666666666666666,2.2735648155212402,2.2735648155212402,1788008997873052,1788008998241129216,404121,404122,1788008998240445952,1788008998248778496,0.08200286123032904,8.33272933959961,0.6833076477050781,1354.3012665904025,539.2012682520833,1,726.8954271720311,560.4250013609212,1
69,69,2.3,2.306994915008545,2.306994915008545,1788008997906482,1788008998274560512,404125,404126,1788008998273778176,1788008998282112000,0.09386622418035132,8.333683013916016,0.7822513580322266,1354.373935801898,539.8452036310546,1,728.0165580712747,561.0032023505671,1
70,70,2.3333333333333335,2.3404319286346436,2.3404319286346436,1788008997939919,1788008998307998464,404129,404130,1788008998307111424,1788008998315444224,0.10643776824034334,8.33272933959961,0.8869171142578125,1354.5681939783644,540.3516376657307,1,728.8283613768253,561.5856161429701,1
71,71,2.3666666666666667,2.3738620281219482,2.3738620281219482,1788008997973349,1788008998341429504,404133,404134,1788008998340443648,1788008998348776704,0.11830848902749563,8.332967758178711,0.9858608245849609,1355.1061497886703,540.2979576969229,1,729.0845474652897,561.8705370794522,1
72,72,2.4,2.407289981842041,2.407289981842041,1788008998006777,1788008998374858496,404137,404138,1788008998373775872,1788008998382109952,0.12990988413674726,8.333921432495117,1.0826587677001953,1355.0520756954759,540.5530120872721,1,729.0815353440124,561.6102629356185,1
73,73,2.433333333333333,2.4407198429107666,2.4407198429107666,1788008998040207,1788008998408289792,404141,404142,1788008998407109376,1788008998415442176,0.14165546050184544,8.332967758178711,1.180410385131836,1354.8760050640112,541.5553602317988,1,728.9766129620717,561.6012402704703,1
74,74,2.466666666666667,2.4741568565368652,2.4741568565368652,1788008998073644,1788008998441728000,404145,404146,1788008998440441600,1788008998448775424,0.1543412959519382,8.333921432495117,1.2862682342529297,1354.418895635152,542.8710509763466,1,729.2836606880965,560.8473153120432,1
75,75,2.5,2.5075879096984863,2.5075879096984863,1788008998107075,1788008998475159808,404149,404150,1788008998473774848,1788008998482107648,0.16620886981402003,8.33272933959961,1.3849735260009766,1353.1418927991629,544.1552887176042,1,729.5911640516379,560.2179825441235,1
76,76,2.533333333333333,2.541024923324585,2.541024923324585,1788008998140512,1788008998508598272,404153,404154,1788008998507107328,1788008998515439872,0.17894134477825466,8.33272933959961,1.4910697937011719,1351.9028355496494,543.5340628639977,1,729.8838088320169,559.8976414624238,1
77,77,2.566666666666667,2.5744528770446777,2.5744528770446777,1788008998173940,1788008998542027520,404157,404158,1788008998540439552,1788008998548773376,0.19053613320363907,8.333683013916016,1.5878677368164062,1351.3551904742303,542.4081760969586,1,729.8725618381594,559.7405062579425,1
78,78,2.6,2.6078829765319824,2.6078829765319824,1788008998207370,1788008998575458816,404161,404162,1788008998573772800,1788008998582105600,0.2023175965665236,8.33272933959961,1.6858577728271484,1350.534346945809,542.040546379197,1,729.5633419642495,559.4791737081677,1
79,79,2.6333333333333333,2.6413209438323975,2.6413209438323975,1788008998240808,1788008998608898048,404165,404166,1788008998607105024,1788008998615438080,0.2151583645675374,8.332967758178711,1.79290771484375,1349.4419716457062,542.0659513905922,1,728.5202885672334,559.6088678144699,1
80,80,2.6666666666666665,2.674751043319702,2.674751043319702,1788008998274238,1788008998642329088,404169,404170,1788008998640437248,1788008998648771328,0.2269775425547132,8.333921432495117,1.8916130065917969,1348.1303054963323,542.3727172986196,1,728.0962959953704,559.2839785724998,1
81,81,2.7,2.708185911178589,2.708185911178589,1788008998307673,1788008998675764736,404173,404174,1788008998673770752,1788008998682103296,0.23931330472103005,8.33272933959961,1.9941329956054688,1347.0242493761975,542.6641044140661,1,728.4290263698156,558.8766578455659,1
82,82,2.7333333333333334,2.7416160106658936,2.7416160106658936,1788008998341103,1788008998709196032,404177,404178,1788008998707102976,1788008998715435776,0.2511874105865522,8.33272933959961,2.093076705932617,1345.9467191366105,543.3174281179697,1,728.6972865336406,558.9200444559567,1
83,83,2.7666666666666666,2.775045871734619,2.775045871734619,1788008998374533,1788008998742627072,404181,404182,1788008998740435456,1788008998748769024,0.2630028036848429,8.333683013916016,2.191781997680664,1345.5865874392098,544.0406747150882,1,728.9460109903682,559.1881934930739,1
84,84,2.8,2.8084828853607178,2.8084828853607178,1788008998407970,1788008998776065536,404185,404186,1788008998773768704,1788008998782101504,0.27565092989985696,8.33272933959961,2.296924591064453,1345.5798618067865,545.279965473394,1,728.9818098228682,559.6921536117087,1
85,85,2.8333333333333335,2.8419058322906494,2.8419058322906494,1788008998441393,1788008998809489664,404189,404190,1788008998807100672,1788008998815433728,0.28668707619238365,8.332967758178711,2.3889541625976562,1345.5513724684997,545.9613004978092,1,728.82343090588,559.6790278230536,1
86,86,2.8666666666666667,2.875342845916748,2.875342845916748,1788008998474830,1788008998842927616,404193,404194,1788008998840433152,1788008998848766976,0.2993277070519239,8.333921432495117,2.4945735931396484,1345.5247735137668,546.8727360600839,1,728.5788164938921,559.4948852120924,1
87,87,2.9,2.9087729454040527,2.9087729454040527,1788008998508260,1788008998876358656,404197,404198,1788008998873765376,1788008998882098176,0.3112160228898426,8.33272933959961,2.5932788848876953,1345.6167598626957,547.3729389699309,1,728.2554498864729,559.8206813255426,1
88,88,2.933333333333333,2.942201852798462,2.942201852798462,1788008998541689,1788008998909788928,404201,404202,1788008998907097856,1788008998915431424,0.322910110430852,8.333683013916016,2.691030502319336,1345.762578593643,547.3484376233857,1,727.8134973541398,560.0045735579816,1
89,89,2.966666666666667,2.9756319522857666,2.9756319522857666,1788008998575119,1788008998943220224,404205,404206,1788008998940431104,1788008998948763904,0.33470672389127326,8.33272933959961,2.789020538330078,1346.132472549154,548.1008654891723,1,727.2813754640426,560.8552721033511,1
90,90,3.0,3.009060859680176,3.009060859680176,1788008998608548,1788008998976649984,404209,404210,1788008998973763328,1788008998982096128,0.34642785614145516,8.332967758178711,2.8867721557617188,1346.1530534702647,548.1398260221076,1,726.5467901420438,560.3300676602485,1
91,91,3.033333333333333,3.042490005493164,3.042490005493164,1788008998641977,1788008999010080256,404213,404214,1788008999007095552,1788008999015429376,0.35814618795594333,8.333921432495117,2.984762191772461,1346.0626631842479,547.4919384029066,1,726.2189208987752,559.8880743893458,1
92,92,3.066666666666667,3.075925827026367,3.075925827026367,1788008998675413,1788008999043517440,404217,404218,1788008999040428800,1788008999048761856,0.3706331721553031,8.332967758178711,3.0884742736816406,1345.9896669487505,547.5075943838959,1,725.8258814776405,560.1466426822233,1
93,93,3.1,3.1093578338623047,3.1093578338623047,1788008998708845,1788008999076950528,404221,404222,1788008999073761280,1788008999082095104,0.38269203261336004,8.333921432495117,3.1893253326416016,1346.2989249608602,547.6446145667043,1,725.6296911719934,560.1978423391743,1
94,94,3.1333333333333333,3.142786979675293,3.142786979675293,1788008998742274,1788008999110380800,404225,404226,1788008999107094528,1788008999115427328,0.3943919885550787,8.33272933959961,3.2863616943359375,1346.9646950646174,547.9215844404468,1,725.4371913746608,559.948935546217,1
95,95,3.1666666666666665,3.176218032836914,3.176218032836914,1788008998775705,1788008999143813120,404229,404230,1788008999140426752,1788008999148759552,0.4063805436337625,8.33272933959961,3.386259078979492,1347.6391433758336,548.169774383047,1,725.2907756402326,559.4389039548109,1
96,96,3.2,3.209653854370117,3.209653854370117,1788008998809141,1788008999177250048,404233,404234,1788008999173759232,1788008999182092800,0.41889340275791037,8.333683013916016,3.490924835205078,1348.1450118934533,547.7034690008979,1,725.1927920233153,558.1477542805089,1
97,97,3.2333333333333334,3.2430830001831055,3.2430830001831055,1788008998842570,1788008999210680576,404237,404238,1788008999207092480,1788008999215425280,0.4305865522174535,8.33272933959961,3.587961196899414,1348.2870750811421,547.421933257426,1,725.0779886974245,557.5997658950794,1
98,98,3.2666666666666666,3.276512861251831,3.276512861251831,1788008998876000,1788008999244111616,404241,404242,1788008999240424704,1788008999248757504,0.44244799862664874,8.332967758178711,3.6869049072265625,1348.244175518482,547.0735134657989,1,724.9139753506383,557.1750532106155,1
99,99,3.3,3.3099420070648193,3.3099420070648193,1788008998909429,1788008999277541632,404245,404246,1788008999273756928,1788008999282091008,0.45412673437276496,8.333921432495117,3.784656524658203,1348.1892453896737,546.8058908156839,1,724.8880220972434,556.779727315975,1
100,100,3.3333333333333335,3.343371868133545,3.343371868133545,1788008998942859,1788008999310972160,404249,404250,1788008999307090176,1788008999315422976,0.46586552217453503,8.33272933959961,3.8819313049316406,1348.423633780199,546.6595594672355,1,724.997550740391,556.4567847229333,1
101,101,3.3666666666666667,3.3768019676208496,3.3768019676208496,1788008998976289,1788008999344403200,404253,404254,1788008999340422656,1788008999348755456,0.47771101573676683,8.33272933959961,3.9806365966796875,1348.762254779272,546.7337023936976,1,724.9766625398073,556.0808167658757,1
102,102,3.4,3.4102399349212646,3.4102399349212646,1788008999009727,1788008999377841920,404257,404258,1788008999373754880,1788008999382088704,0.4904159752817989,8.333683013916016,4.086971282958984,1348.8479188808892,546.5409284979713,1,724.9963435706377,556.0898257475632,1
103,103,3.433333333333333,3.4436678886413574,3.4436678886413574,1788008999043155,1788008999411271168,404261,404262,1788008999407088384,1788008999415420928,0.5019742489270387,8.33272933959961,4.149913787841797,1348.954244385333,546.1131395274284,1,725.0031237636952,556.2330960458726,1
104,104,3.466666666666667,3.4770989418029785,3.4770989418029785,1788008999076586,1788008999444703232,404265,404266,1788008999440420352,1788008999448753408,0.5139767102514949,8.332967758178711,4.050016403198242,1349.0036390894143,545.6467942525173,1,725.0657317103437,556.0876350621024,1
105,105,3.5,3.510535955429077,3.510535955429077,1788008999110023,1788008999478141696,404269,404270,1788008999473753600,1788008999482086656,0.5265943749821178,8.332967758178711,3.944873809814453,1349.1632782512547,545.4547187053421,1,725.4206476251741,555.8277377378955,1
