output_frame,source_rgb_frame,mapping_kind,derived_color_device_timestamp_us,cmm_fractional_frame_counter,lower_camera_timecode_id,upper_camera_timecode_id,nearest_anchor_alignment_error_ms,camera_glove_valid
1250,1250,timestamp_inferred,1788012812548388.500,279518.496827,613,614,3.658009,0
1251,1251,camera_timecode_anchor,1788012812581821.000,279522.554694,614,614,-3.710887,1
1252,1252,timestamp_inferred,1788012812615251.500,279526.564776,614,615,-3.710887,1
1253,1253,camera_timecode_anchor,1788012812648682.000,279530.574859,615,615,-3.542841,0
1254,1254,timestamp_inferred,1788012812682115.500,279534.653209,615,616,-3.542841,0
1255,1255,camera_timecode_anchor,1788012812715549.000,279538.731558,616,616,-2.237014,1
1256,1256,timestamp_inferred,1788012812748982.000,279542.759497,616,617,-2.237014,1
1257,1257,camera_timecode_anchor,1788012812782415.000,279546.787436,617,617,-1.771369,1
1258,1258,timestamp_inferred,1788012812815848.000,279550.827975,617,618,-1.771369,1
1259,1259,camera_timecode_anchor,1788012812849281.000,279554.868513,618,618,-1.095722,1
1260,1260,timestamp_inferred,1788012812882711.000,279558.887332,618,619,-1.095722,1
1261,1261,camera_timecode_anchor,1788012812916141.000,279562.906150,619,619,-0.782080,1
1262,1262,timestamp_inferred,1788012812949568.750,279565.642004,619,620,-0.782080,1
1263,1263,timestamp_inferred,1788012812982996.250,279568.377858,619,620,0.947594,1
1264,1264,camera_timecode_anchor,1788012813016424.000,279571.113711,620,620,0.947594,1
1265,1265,camera_timecode_anchor,1788012813049853.000,279579.212044,621,621,1.767030,1
1266,1266,timestamp_inferred,1788012813083284.250,279581.866293,621,622,1.767030,1
1267,1267,timestamp_inferred,1788012813116715.750,279584.520543,621,622,1.456609,1
1268,1268,camera_timecode_anchor,1788012813150147.000,279587.174793,622,622,1.456609,1
1269,1269,timestamp_inferred,1788012813183578.000,279591.616613,622,623,1.456609,1
1270,1270,camera_timecode_anchor,1788012813217009.000,279596.058434,623,623,0.486949,0
1271,1271,timestamp_inferred,1788012813250434.000,279600.167778,623,624,0.486949,0
1272,1272,camera_timecode_anchor,1788012813283859.000,279604.277121,624,624,2.309345,1
1273,1273,timestamp_inferred,1788012813317289.500,279608.426628,624,625,2.309345,1
1274,1274,camera_timecode_anchor,1788012813350720.000,279612.576134,625,625,-3.532218,1
1275,1275,timestamp_inferred,1788012813384144.500,279616.623203,625,626,-3.532218,1
1276,1276,camera_timecode_anchor,1788012813417569.000,279620.670272,626,626,-2.747737,1
1277,1277,timestamp_inferred,1788012813450999.000,279624.760240,626,627,-2.747737,1
1278,1278,camera_timecode_anchor,1788012813484429.000,279628.850208,627,627,-1.248270,1
1279,1279,timestamp_inferred,1788012813517855.500,279632.958134,627,628,-1.248270,1
1280,1280,camera_timecode_anchor,1788012813551282.000,279637.066060,628,628,0.550501,1
1281,1281,timestamp_inferred,1788012813584712.000,279640.971987,628,629,0.550501,1
1282,1282,camera_timecode_anchor,1788012813618142.000,279644.877915,629,629,-1.017378,1
1283,1283,timestamp_inferred,1788012813651571.000,279648.718124,629,630,-1.017378,1
1284,1284,camera_timecode_anchor,1788012813685000.000,279652.558333,630,630,-3.680557,1
1285,1285,timestamp_inferred,1788012813718429.500,279656.610922,630,631,-3.680557,1
1286,1286,camera_timecode_anchor,1788012813751859.000,279660.663511,631,631,-2.804079,1
1287,1287,timestamp_inferred,1788012813785285.500,279664.693975,631,632,-2.804079,1
1288,1288,camera_timecode_anchor,1788012813818712.000,279668.724439,632,632,-2.296344,1
1289,1289,timestamp_inferred,1788012813852148.500,279672.765794,632,633,-2.296344,1
1290,1290,camera_timecode_anchor,1788012813885585.000,279676.807150,633,633,-1.607082,1
1291,1291,timestamp_inferred,1788012813919015.500,279680.954021,633,634,-1.607082,1
1292,1292,camera_timecode_anchor,1788012813952446.000,279685.100892,634,634,0.840764,1
1293,1293,timestamp_inferred,1788012813985878.000,279689.173703,634,635,0.840764,1
1294,1294,camera_timecode_anchor,1788012814019310.000,279693.246514,635,635,2.054287,1
1295,1295,timestamp_inferred,1788012814052743.500,279697.367278,635,636,2.054287,1
1296,1296,camera_timecode_anchor,1788012814086177.000,279701.488042,636,636,4.067019,1
1297,1297,timestamp_inferred,1788012814119607.500,279705.271954,636,637,4.067019,1
1298,1298,camera_timecode_anchor,1788012814153038.000,279709.055865,637,637,0.465543,1
1299,1299,timestamp_inferred,1788012814186467.500,279712.818085,637,638,0.465543,1
1300,1300,camera_timecode_anchor,1788012814219897.000,279716.580305,638,638,-3.497458,1
1301,1301,timestamp_inferred,1788012814253330.000,279720.683607,638,639,-3.497458,1
1302,1302,camera_timecode_anchor,1788012814286763.000,279724.786908,639,639,-1.775764,0
1303,1303,timestamp_inferred,1788012814320196.000,279728.882280,639,640,-1.775764,0
1304,1304,camera_timecode_anchor,1788012814353629.000,279732.977652,640,640,-0.186232,1
1305,1305,timestamp_inferred,1788012814387064.000,279736.961262,640,641,-0.186232,1
1306,1306,camera_timecode_anchor,1788012814420499.000,279740.944873,641,641,-0.459394,1
1307,1307,timestamp_inferred,1788012814453931.000,279745.009687,641,642,-0.459394,1
1308,1308,camera_timecode_anchor,1788012814487363.000,279749.074502,642,642,0.620851,1
1309,1309,timestamp_inferred,1788012814520793.500,279753.078051,642,643,0.620851,1
1310,1310,camera_timecode_anchor,1788012814554224.000,279757.081600,643,643,0.680004,1
1311,1311,timestamp_inferred,1788012814587656.000,279761.092564,643,644,0.680004,1
1312,1312,camera_timecode_anchor,1788012814621088.000,279765.103527,644,644,0.862723,1
1313,1313,timestamp_inferred,1788012814654517.500,279769.141073,644,645,0.862723,1
1314,1314,camera_timecode_anchor,1788012814687947.000,279773.178620,645,645,1.488500,1
1315,1315,timestamp_inferred,1788012814721378.000,279777.201947,645,646,1.488500,1
1316,1316,camera_timecode_anchor,1788012814754809.000,279781.225274,646,646,1.877286,1
1317,1317,camera_timecode_anchor,1788012814788235.000,279789.441643,647,647,3.680359,1
1318,1318,timestamp_inferred,1788012814821670.750,279792.104549,647,648,3.680359,1
1319,1319,timestamp_inferred,1788012814855106.250,279794.767455,647,648,3.586340,1
1320,1320,camera_timecode_anchor,1788012814888542.000,279797.430361,648,648,3.586340,1
1321,1321,timestamp_inferred,1788012814921976.000,279801.610275,648,649,3.586340,1
1322,1322,camera_timecode_anchor,1788012814955410.000,279805.790190,649,649,-1.748416,1
1323,1323,timestamp_inferred,1788012814988839.000,279809.841418,649,650,-1.748416,1
1324,1324,camera_timecode_anchor,1788012815022268.000,279813.892646,650,650,-0.894617,0
1325,1325,timestamp_inferred,1788012815055692.500,279818.155855,650,651,-0.894617,0
1326,1326,camera_timecode_anchor,1788012815089117.000,279822.419065,651,651,3.492205,1
1327,1327,timestamp_inferred,1788012815122552.000,279826.457759,651,652,3.492205,1
1328,1328,camera_timecode_anchor,1788012815155987.000,279830.496453,652,652,4.137106,1
1329,1329,timestamp_inferred,1788012815189417.000,279834.709475,652,653,4.137106,1
1330,1330,camera_timecode_anchor,1788012815222847.000,279838.922498,653,653,-0.645848,1
1331,1331,timestamp_inferred,1788012815256278.500,279843.204375,653,654,-0.645848,1
1332,1332,camera_timecode_anchor,1788012815289710.000,279847.486252,654,654,4.052104,1
1333,1333,timestamp_inferred,1788012815323140.000,279851.550755,654,655,4.052104,1
1334,1334,camera_timecode_anchor,1788012815356570.000,279855.615257,655,655,-3.206188,0
1335,1335,timestamp_inferred,1788012815390001.000,279859.672288,655,656,-3.206188,0
1336,1336,camera_timecode_anchor,1788012815423432.000,279863.729319,656,656,-2.255672,1
1337,1337,timestamp_inferred,1788012815456860.000,279867.743784,656,657,-2.255672,1
1338,1338,camera_timecode_anchor,1788012815490288.000,279871.758249,657,657,-2.014588,1
1339,1339,timestamp_inferred,1788012815523718.000,279875.850688,657,658,-2.014588,1
1340,1340,camera_timecode_anchor,1788012815557148.000,279879.943128,658,658,-0.473937,0
1341,1341,timestamp_inferred,1788012815590581.000,279883.917729,658,659,-0.473937,0
1342,1342,camera_timecode_anchor,1788012815624014.000,279887.892331,659,659,-0.897243,1
1343,1343,timestamp_inferred,1788012815657443.500,279892.010026,659,660,-0.897243,1
1344,1344,camera_timecode_anchor,1788012815690873.000,279896.127721,660,660,1.064339,1
1345,1345,timestamp_inferred,1788012815724302.750,279898.851565,660,661,1.064339,1
1346,1346,timestamp_inferred,1788012815757732.250,279901.575408,660,661,2.493770,1
1347,1347,camera_timecode_anchor,1788012815791162.000,279904.299252,661,661,2.493770,1
1348,1348,timestamp_inferred,1788012815824591.500,279908.230608,661,662,2.493770,1
1349,1349,camera_timecode_anchor,1788012815858021.000,279912.161964,662,662,1.349698,1
1350,1350,camera_timecode_anchor,1788012815891458.000,279919.794151,663,663,-1.715408,0
1351,1351,timestamp_inferred,1788012815924889.500,279923.961034,663,664,-1.715408,0
1352,1352,camera_timecode_anchor,1788012815958321.000,279928.127916,664,664,1.065968,1
1353,1353,timestamp_inferred,1788012815991754.000,279932.183459,664,665,1.065968,1
1354,1354,camera_timecode_anchor,1788012816025187.000,279936.239001,665,665,1.991678,1
1355,1355,timestamp_inferred,1788012816058618.750,279939.066076,665,666,1.991678,1
1356,1356,timestamp_inferred,1788012816092050.250,279941.893151,665,666,-2.331449,1
1357,1357,camera_timecode_anchor,1788012816125482.000,279944.720226,666,666,-2.331449,1
1358,1358,timestamp_inferred,1788012816158910.000,279948.821246,666,667,-2.331449,1
1359,1359,camera_timecode_anchor,1788012816192338.000,279952.922267,667,667,-0.647777,1
1360,1360,timestamp_inferred,1788012816225773.500,279957.014178,667,668,-0.647777,1
1361,1361,camera_timecode_anchor,1788012816259209.000,279961.106090,668,668,0.884084,1
1362,1362,timestamp_inferred,1788012816292634.000,279965.107403,668,669,0.884084,1
1363,1363,camera_timecode_anchor,1788012816326059.000,279969.108717,669,669,0.905971,1
1364,1364,timestamp_inferred,1788012816359488.000,279973.212765,669,670,0.905971,1
1365,1365,camera_timecode_anchor,1788012816392917.000,279977.316813,670,670,2.640105,1
1366,1366,timestamp_inferred,1788012816426347.000,279981.392680,670,671,2.640105,1
1367,1367,camera_timecode_anchor,1788012816459777.000,279985.468547,671,671,3.904561,1
1368,1368,timestamp_inferred,1788012816493207.000,279989.313683,671,672,3.904561,1
1369,1369,camera_timecode_anchor,1788012816526637.000,279993.158818,672,672,1.323485,1
1370,1370,timestamp_inferred,1788012816560070.000,279997.192165,672,673,1.323485,1
1371,1371,camera_timecode_anchor,1788012816593503.000,280001.225512,673,673,1.879270,1
1372,1372,timestamp_inferred,1788012816626933.500,280005.348875,673,674,1.879270,1
1373,1373,camera_timecode_anchor,1788012816660364.000,280009.472238,674,674,3.935315,0
1374,1374,timestamp_inferred,1788012816693793.000,280013.513603,674,675,3.935315,0
1375,1375,camera_timecode_anchor,1788012816727222.000,280017.554968,675,675,-3.708602,1
1376,1376,timestamp_inferred,1788012816760651.500,280021.672150,675,676,-3.708602,1
1377,1377,camera_timecode_anchor,1788012816794081.000,280025.789331,676,676,-1.755571,0
1378,1378,timestamp_inferred,1788012816827510.500,280029.834867,676,677,-1.755571,0
1379,1379,camera_timecode_anchor,1788012816860940.000,280033.880402,677,677,-0.996650,1
1380,1380,timestamp_inferred,1788012816894370.500,280037.977166,677,678,-0.996650,1
1381,1381,camera_timecode_anchor,1788012816927801.000,280042.073929,678,678,0.616079,0
1382,1382,timestamp_inferred,1788012816961225.500,280046.301794,678,679,0.616079,0
1383,1383,camera_timecode_anchor,1788012816994650.000,280050.529658,679,679,-3.919518,1
1384,1384,timestamp_inferred,1788012817028080.000,280054.430038,679,680,-3.919518,1
1385,1385,camera_timecode_anchor,1788012817061510.000,280058.330419,680,680,2.753492,1
1386,1386,timestamp_inferred,1788012817094936.500,280062.340327,680,681,2.753492,1
1387,1387,camera_timecode_anchor,1788012817128363.000,280066.350234,681,681,2.918617,1
1388,1388,timestamp_inferred,1788012817161792.500,280070.319793,681,682,2.918617,1
1389,1389,camera_timecode_anchor,1788012817195222.000,280074.289352,682,682,2.411269,1
1390,1390,timestamp_inferred,1788012817228648.000,280078.354770,682,683,2.411269,1
1391,1391,camera_timecode_anchor,1788012817262074.000,280082.420188,683,683,3.501567,1
1392,1392,timestamp_inferred,1788012817295503.500,280086.392346,683,684,3.501567,1
1393,1393,camera_timecode_anchor,1788012817328933.000,280090.364503,684,684,3.037527,1
1394,1394,timestamp_inferred,1788012817362363.000,280094.610807,684,685,3.037527,1
1395,1395,camera_timecode_anchor,1788012817395793.000,280098.857111,685,685,-1.190740,0
1396,1396,timestamp_inferred,1788012817429223.500,280102.942239,685,686,-1.190740,0
1397,1397,camera_timecode_anchor,1788012817462654.000,280107.027367,686,686,0.228060,1
1398,1398,timestamp_inferred,1788012817496082.500,280111.027860,686,687,0.228060,1
1399,1399,camera_timecode_anchor,1788012817529511.000,280115.028353,687,687,0.236277,0
1400,1400,timestamp_inferred,1788012817562939.500,280119.101464,687,688,0.236277,0
1401,1401,camera_timecode_anchor,1788012817596368.000,280123.174574,688,688,1.454787,1
1402,1402,timestamp_inferred,1788012817629799.000,280127.184840,688,689,1.454787,1
1403,1403,camera_timecode_anchor,1788012817663230.000,280131.195106,689,689,1.625886,0
1404,1404,timestamp_inferred,1788012817696663.000,280135.325658,689,690,1.625886,0
1405,1405,camera_timecode_anchor,1788012817730096.000,280139.456209,690,690,3.801745,1
1406,1406,timestamp_inferred,1788012817763525.500,280143.495610,690,691,3.801745,1
1407,1407,camera_timecode_anchor,1788012817796955.000,280147.535012,691,691,4.458430,1
1408,1408,timestamp_inferred,1788012817830386.000,280151.547402,691,692,4.458430,1
1409,1409,camera_timecode_anchor,1788012817863817.000,280155.559793,692,692,-3.668390,1
1410,1410,timestamp_inferred,1788012817897245.000,280159.581181,692,693,-3.668390,1
1411,1411,camera_timecode_anchor,1788012817930673.000,280163.602570,693,693,-3.311920,1
1412,1412,timestamp_inferred,1788012817964106.500,280167.693117,693,694,-3.311920,1
1413,1413,camera_timecode_anchor,1788012817997540.000,280171.783664,694,694,-1.802800,0
1414,1414,timestamp_inferred,1788012818030969.500,280175.796486,694,695,-1.802800,0
1415,1415,camera_timecode_anchor,1788012818064399.000,280179.809309,695,695,-1.589094,1
1416,1416,timestamp_inferred,1788012818097829.500,280183.911583,695,696,-1.589094,1
1417,1417,camera_timecode_anchor,1788012818131260.000,280188.013857,696,696,0.115479,1
1418,1418,timestamp_inferred,1788012818164688.500,280192.023740,696,697,0.115479,1
1419,1419,camera_timecode_anchor,1788012818198117.000,280196.033624,697,697,0.280196,0
1420,1420,timestamp_inferred,1788012818231548.000,280200.161939,697,698,0.280196,0
1421,1421,camera_timecode_anchor,1788012818264979.000,280204.290255,698,698,2.418795,1
1422,1422,timestamp_inferred,1788012818298408.500,280208.301228,698,699,2.418795,1
1423,1423,camera_timecode_anchor,1788012818331838.000,280212.312201,699,699,2.601672,1
1424,1424,timestamp_inferred,1788012818365267.000,280216.527796,699,700,2.601672,1
1425,1425,camera_timecode_anchor,1788012818398696.000,280220.743392,700,700,-2.138401,1
1426,1426,timestamp_inferred,1788012818432126.500,280224.744843,700,701,-2.138401,1
1427,1427,camera_timecode_anchor,1788012818465557.000,280228.746295,701,701,-2.114211,1
1428,1428,timestamp_inferred,1788012818498986.000,280233.095517,701,702,-2.114211,1
1429,1429,camera_timecode_anchor,1788012818532415.000,280237.444739,702,702,3.706156,1
1430,1430,timestamp_inferred,1788012818565844.750,280240.456611,702,703,3.706156,1
1431,1431,timestamp_inferred,1788012818599274.250,280243.468483,702,703,4.002958,1
1432,1432,camera_timecode_anchor,1788012818632704.000,280246.480355,703,703,4.002958,1
1433,1433,timestamp_inferred,1788012818666133.500,280250.472788,703,704,4.002958,1
1434,1434,camera_timecode_anchor,1788012818699563.000,280254.465221,704,704,3.876839,1
1435,1435,timestamp_inferred,1788012818732992.500,280258.322625,704,705,3.876839,1
1436,1436,camera_timecode_anchor,1788012818766422.000,280262.180030,705,705,1.500249,0
1437,1437,timestamp_inferred,1788012818799855.500,280266.318105,705,706,1.500249,0
1438,1438,camera_timecode_anchor,1788012818833289.000,280270.456180,706,706,3.801498,1
1439,1439,timestamp_inferred,1788012818866717.500,280274.462166,706,707,3.801498,1
1440,1440,camera_timecode_anchor,1788012818900146.000,280278.468152,707,707,3.901269,1
1441,1441,timestamp_inferred,1788012818933579.500,280283.190998,707,708,3.901269,1
1442,1442,camera_timecode_anchor,1788012818967013.000,280287.913843,708,708,-0.717974,1
1443,1443,timestamp_inferred,1788012819000443.000,280291.989779,708,709,-0.717974,1
1444,1444,camera_timecode_anchor,1788012819033873.000,280296.065714,709,709,0.547618,1
1445,1445,timestamp_inferred,1788012819067307.000,280300.142153,709,710,0.547618,1
1446,1446,camera_timecode_anchor,1788012819100741.000,280304.218592,710,710,1.821601,1
1447,1447,timestamp_inferred,1788012819134171.000,280308.544164,710,711,1.821601,1
1448,1448,camera_timecode_anchor,1788012819167601.000,280312.869737,711,711,-1.085526,0
1449,1449,timestamp_inferred,1788012819201030.500,280317.074735,711,712,-1.085526,0
1450,1450,camera_timecode_anchor,1788012819234460.000,280321.279734,712,712,2.331114,1
1451,1451,timestamp_inferred,1788012819267888.500,280325.126086,712,713,2.331114,1
1452,1452,camera_timecode_anchor,1788012819301317.000,280328.972439,713,713,-0.229675,0
1453,1453,timestamp_inferred,1788012819334748.500,280333.247530,713,714,-0.229675,0
1454,1454,camera_timecode_anchor,1788012819368180.000,280337.522620,714,714,-3.978165,1
1455,1455,timestamp_inferred,1788012819401606.250,280340.312040,714,715,-3.978165,1
1456,1456,timestamp_inferred,1788012819435032.750,280343.101460,714,715,-0.909330,1
1457,1457,camera_timecode_anchor,1788012819468459.000,280345.890880,715,715,-0.909330,1
1458,1458,timestamp_inferred,1788012819501889.000,280350.377502,715,716,-0.909330,1
1459,1459,camera_timecode_anchor,1788012819535319.000,280354.864124,716,716,-1.132299,0
1460,1460,timestamp_inferred,1788012819568748.000,280358.906746,716,717,-1.132299,0
1461,1461,camera_timecode_anchor,1788012819602177.000,280362.949369,717,717,-0.421927,1
1462,1462,timestamp_inferred,1788012819635607.500,280367.036446,717,718,-0.421927,1
1463,1463,camera_timecode_anchor,1788012819669038.000,280371.123522,718,718,1.029354,1
1464,1464,timestamp_inferred,1788012819702463.000,280375.208105,718,719,1.029354,1
1465,1465,camera_timecode_anchor,1788012819735888.000,280379.292688,719,719,2.439068,1
1466,1466,timestamp_inferred,1788012819769318.000,280383.158726,719,720,2.439068,1
1467,1467,camera_timecode_anchor,1788012819802748.000,280387.024763,720,720,0.206359,1
1468,1468,timestamp_inferred,1788012819836177.500,280390.871918,720,721,0.206359,1
1469,1469,camera_timecode_anchor,1788012819869607.000,280394.719072,721,721,-2.341063,0
1470,1470,timestamp_inferred,1788012819903037.000,280398.663220,721,722,-2.341063,0
1471,1471,camera_timecode_anchor,1788012819936467.000,280402.607368,722,722,-3.271934,1
1472,1472,timestamp_inferred,1788012819969896.000,280406.704105,722,723,-3.271934,1
1473,1473,camera_timecode_anchor,1788012820003325.000,280410.800842,723,723,-1.659651,1
1474,1474,timestamp_inferred,1788012820036755.000,280414.836975,723,724,-1.659651,1
1475,1475,camera_timecode_anchor,1788012820070185.000,280418.873108,724,724,-1.057431,1
1476,1476,timestamp_inferred,1788012820103614.000,280422.985664,724,725,-1.057431,1
1477,1477,camera_timecode_anchor,1788012820137043.000,280427.098221,725,725,0.818505,1
1478,1478,timestamp_inferred,1788012820170469.500,280431.269832,725,726,0.818505,1
1479,1479,camera_timecode_anchor,1788012820203896.000,280435.441442,726,726,3.678687,1
1480,1480,camera_timecode_anchor,1788012820237327.000,280443.821656,727,727,-1.486196,1
1481,1481,timestamp_inferred,1788012820270754.000,280446.803473,727,728,-1.486196,1
1482,1482,timestamp_inferred,1788012820304181.000,280449.785289,727,728,-1.940788,1
1483,1483,camera_timecode_anchor,1788012820337608.000,280452.767105,728,728,-1.940788,1
1484,1484,timestamp_inferred,1788012820371033.500,280457.022852,728,729,-1.940788,1
1485,1485,camera_timecode_anchor,1788012820404459.000,280461.278599,729,729,2.321660,1
1486,1486,timestamp_inferred,1788012820437889.000,280465.281615,729,730,2.321660,1
1487,1487,camera_timecode_anchor,1788012820471319.000,280469.284631,730,730,2.371927,1
1488,1488,timestamp_inferred,1788012820504748.000,280473.356467,730,731,2.371927,1
1489,1489,camera_timecode_anchor,1788012820538177.000,280477.428303,731,731,3.569189,1
1490,1490,timestamp_inferred,1788012820571606.500,280481.444215,731,732,3.569189,1
1491,1491,camera_timecode_anchor,1788012820605036.000,280485.460128,732,732,3.834396,0
1492,1492,timestamp_inferred,1788012820638466.500,280489.478470,732,733,3.834396,0
1493,1493,camera_timecode_anchor,1788012820671897.000,280493.496813,733,733,-4.193225,1
1494,1494,timestamp_inferred,1788012820705330.500,280497.587960,733,734,-4.193225,1
1495,1495,camera_timecode_anchor,1788012820738764.000,280501.679106,734,734,-2.674113,0
1496,1496,timestamp_inferred,1788012820772193.500,280505.678782,734,735,-2.674113,0
1497,1497,camera_timecode_anchor,1788012820805623.000,280509.678458,735,735,-2.679516,1
1498,1498,timestamp_inferred,1788012820839055.500,280513.736137,735,736,-2.679516,1
1499,1499,camera_timecode_anchor,1788012820872488.000,280517.793816,736,736,-1.718202,0
1500,1500,timestamp_inferred,1788012820905918.500,280521.865076,736,737,-1.718202,0
1501,1501,camera_timecode_anchor,1788012820939349.000,280525.936337,737,737,-0.530523,1
1502,1502,timestamp_inferred,1788012820972778.000,280529.850200,737,738,-0.530523,1
1503,1503,camera_timecode_anchor,1788012821006207.000,280533.764063,738,738,-1.966145,0
1504,1504,timestamp_inferred,1788012821039638.000,280537.762033,738,739,-1.966145,0
1505,1505,camera_timecode_anchor,1788012821073069.000,280541.760003,739,739,-1.999973,1
1506,1506,timestamp_inferred,1788012821106496.000,280545.836812,739,740,-1.999973,1
1507,1507,camera_timecode_anchor,1788012821139923.000,280549.913621,740,740,-0.719829,1
1508,1508,timestamp_inferred,1788012821173354.000,280553.862671,740,741,-0.719829,1
1509,1509,camera_timecode_anchor,1788012821206785.000,280557.811722,741,741,-1.568985,1
1510,1510,timestamp_inferred,1788012821240214.750,280560.559483,741,742,-1.568985,1
1511,1511,timestamp_inferred,1788012821273644.250,280563.307244,741,742,0.458379,1
1512,1512,camera_timecode_anchor,1788012821307074.000,280566.055005,742,742,0.458379,1
1513,1513,camera_timecode_anchor,1788012821340505.000,280574.174786,743,743,1.456549,0
1514,1514,timestamp_inferred,1788012821373934.000,280576.920293,743,744,1.456549,0
1515,1515,timestamp_inferred,1788012821407363.000,280579.665801,743,744,3.427571,1
1516,1516,camera_timecode_anchor,1788012821440792.000,280582.411309,744,744,3.427571,1
1517,1517,timestamp_inferred,1788012821474221.500,280586.519971,744,745,3.427571,1
1518,1518,camera_timecode_anchor,1788012821507651.000,280590.628633,745,745,-3.094724,1
1519,1519,timestamp_inferred,1788012821541082.000,280594.700299,745,746,-3.094724,1
1520,1520,camera_timecode_anchor,1788012821574513.000,280598.771965,746,746,-1.900291,1
1521,1521,camera_timecode_anchor,1788012821607940.000,280606.222963,747,747,1.858025,1
1522,1522,timestamp_inferred,1788012821641370.000,280610.068544,747,748,1.858025,1
1523,1523,camera_timecode_anchor,1788012821674800.000,280613.914126,748,748,-0.715619,1
1524,1524,timestamp_inferred,1788012821708226.000,280618.013536,748,749,-0.715619,1
1525,1525,camera_timecode_anchor,1788012821741652.000,280622.112946,749,749,0.941215,1
1526,1526,timestamp_inferred,1788012821775081.000,280626.183526,749,750,0.941215,1
1527,1527,camera_timecode_anchor,1788012821808510.000,280630.254105,750,750,2.117544,0
1528,1528,timestamp_inferred,1788012821841937.750,280632.917323,750,751,2.117544,0
1529,1529,timestamp_inferred,1788012821875365.250,280635.580541,750,751,2.031330,1
1530,1530,camera_timecode_anchor,1788012821908793.000,280638.243760,751,751,2.031330,1
1531,1531,timestamp_inferred,1788012821942223.500,280642.351411,751,752,2.031330,1
1532,1532,camera_timecode_anchor,1788012821975654.000,280646.459062,752,752,3.825518,1
1533,1533,camera_timecode_anchor,1788012822009080.000,280654.600358,753,753,-3.330351,1
1534,1534,timestamp_inferred,1788012822042507.750,280657.299182,753,754,-3.330351,1
1535,1535,timestamp_inferred,1788012822075935.250,280659.998005,753,754,-2.526423,1
1536,1536,camera_timecode_anchor,1788012822109363.000,280662.696829,754,754,-2.526423,1
1537,1537,camera_timecode_anchor,1788012822142800.000,280670.302045,755,755,2.517038,1
1538,1538,timestamp_inferred,1788012822176225.500,280674.081429,755,756,2.517038,1
1539,1539,camera_timecode_anchor,1788012822209651.000,280677.860813,756,756,-1.159892,1
1540,1540,timestamp_inferred,1788012822243080.500,280681.917841,756,757,-1.159892,1
1541,1541,camera_timecode_anchor,1788012822276510.000,280685.974870,757,757,-0.209419,0
1542,1542,timestamp_inferred,1788012822309936.500,280690.000520,757,758,-0.209419,0
1543,1543,camera_timecode_anchor,1788012822343363.000,280694.026169,758,758,0.218078,1
1544,1544,timestamp_inferred,1788012822376792.500,280698.145169,758,759,0.218078,1
1545,1545,camera_timecode_anchor,1788012822410222.000,280702.264169,759,759,2.201406,1
1546,1546,timestamp_inferred,1788012822443652.000,280706.315361,759,760,2.201406,1
1547,1547,camera_timecode_anchor,1788012822477082.000,280710.366553,760,760,3.054607,0
1548,1548,timestamp_inferred,1788012822510512.000,280714.396178,760,761,3.054607,0
1549,1549,camera_timecode_anchor,1788012822543942.000,280718.425804,761,761,3.548363,1
1550,1550,timestamp_inferred,1788012822577366.500,280722.586955,761,762,3.548363,1
1551,1551,camera_timecode_anchor,1788012822610791.000,280726.748106,762,762,-2.099117,1
1552,1552,timestamp_inferred,1788012822644217.500,280730.568754,762,763,-2.099117,1
1553,1553,camera_timecode_anchor,1788012822677644.000,280734.389402,763,763,3.245013,0
1554,1554,timestamp_inferred,1788012822711071.000,280738.210157,763,764,3.245013,0
1555,1555,camera_timecode_anchor,1788012822744498.000,280742.030913,764,764,0.257612,1
1556,1556,timestamp_inferred,1788012822777922.500,280746.085327,764,765,0.257612,1
1557,1557,camera_timecode_anchor,1788012822811347.000,280750.139741,765,765,1.164508,1
1558,1558,timestamp_inferred,1788012822844777.000,280754.188205,765,766,1.164508,1
1559,1559,camera_timecode_anchor,1788012822878207.000,280758.236670,766,766,1.972246,1
1560,1560,timestamp_inferred,1788012822911637.500,280762.335560,766,767,1.972246,1
1561,1561,camera_timecode_anchor,1788012822945068.000,280766.434451,767,767,3.620426,1
1562,1562,timestamp_inferred,1788012822978500.000,280770.540746,767,768,3.620426,1
1563,1563,camera_timecode_anchor,1788012823011932.000,280774.647041,768,768,-2.941327,0
1564,1564,timestamp_inferred,1788012823045364.000,280777.335445,768,769,-2.941327,0
1565,1565,timestamp_inferred,1788012823078796.000,280780.023848,768,769,-2.397899,1
1566,1566,camera_timecode_anchor,1788012823112228.000,280782.712252,769,769,-2.397899,1
1567,1567,timestamp_inferred,1788012823145659.000,280786.848941,769,770,-2.397899,1
1568,1568,camera_timecode_anchor,1788012823179090.000,280790.985630,770,770,-0.119746,0
1569,1569,camera_timecode_anchor,1788012823212520.000,280798.970987,771,771,-0.241778,1
1570,1570,timestamp_inferred,1788012823245951.750,280801.757126,771,772,-0.241778,1
1571,1571,timestamp_inferred,1788012823279383.250,280804.543265,771,772,2.745032,1
1572,1572,camera_timecode_anchor,1788012823312815.000,280807.329404,772,772,2.745032,1
1573,1573,timestamp_inferred,1788012823346244.000,280811.450662,772,773,2.745032,1
1574,1574,camera_timecode_anchor,1788012823379673.000,280815.571921,773,773,-3.567324,1
1575,1575,timestamp_inferred,1788012823413103.500,280819.668468,773,774,-3.567324,1
1576,1576,camera_timecode_anchor,1788012823446534.000,280823.765014,774,774,-1.958216,1
